,Country,year,Revenue,II,UP,CPS,EI,IA,lnRevenue,lnII,lnUP,lnCPS,lnEI,lnIA,,,,
584,84,2014,57.901,0.364,2627829,37,0.456,81.9,4.058734656,-1.010601411,14.78166859,3.610917913,-0.785262469,4.405498991,,,,
585,84,2015,59.938,0.364,2731661,31,0.457,80.5,4.093310695,-1.010601411,14.82042041,3.433987204,-0.783071888,4.388257184,,,,
586,84,2016,60.719,0.366,2839905,31,0.455,84.9,4.106256664,-1.005121946,14.85928116,3.433987204,-0.78745786,4.441474093,,,,
587,84,2017,63.806,0.369,2953407,31,0.455,83.7,4.15584723,-0.996958635,14.89846998,3.433987204,-0.78745786,4.427238977,,,,
588,84,2018,71.299,0.37,3072933,32,0.459,87.1,4.266882302,-0.994252273,14.93814304,3.465735903,-0.778705069,4.467056884,,,,
589,85,2012,1310.987,0.814,21009012,49,0.696,2503.3,7.178535568,-0.205794913,16.86046205,3.891820298,-0.362405619,7.82536514,,,,
590,85,2013,1405.377,0.819,21491648,50,0.701,2571.5,7.248060873,-0.199671195,16.88317495,3.912023005,-0.355247392,7.852244665,,,,
591,85,2014,1391.502,0.826,21974918,50,0.708,2743.7,7.238139018,-0.191160505,16.90541227,3.912023005,-0.345311185,7.917062653,,,,
592,85,2015,1305.641,0.832,22464989,50,0.713,2572.1,7.174449387,-0.183922838,16.92746861,3.912023005,-0.338273859,7.852477965,,,,
593,85,2016,1271.405,0.836,22964507,49,0.719,2675.7,7.147877867,-0.179126666,16.94946041,3.891820298,-0.329893921,7.891966307,,,,
594,85,2017,1372.422,0.843,23467810,47,0.713,2594.8,7.224332341,-0.170788321,16.97114025,3.850147602,-0.338273859,7.861264721,,,,
595,85,2018,1643.482,0.847,23973075,47,0.713,2583.2,7.404572441,-0.166054584,16.99244188,3.850147602,-0.338273859,7.856784219,,,,
596,86,2012,39.439,0.851,395713,57,0.777,144.3,3.674755174,-0.16134315,12.88844448,4.043051268,-0.252314929,4.971894466,,,,
597,86,2013,44.712,0.855,401597,56,0.789,158.2,3.800241922,-0.15665381,12.90320438,4.025351691,-0.236988958,5.063860055,,,,
598,86,2014,47.839,0.865,409992,56,0.798,169,3.867841206,-0.145025772,12.92389293,4.025351691,-0.225646682,5.129898715,,,,
599,86,2015,51.634,0.874,420192,60,0.81,178.3,3.94418037,-0.134674903,12.94846703,4.094344562,-0.210721031,5.183467525,,,,
600,86,2016,57.546,0.874,430220,55,0.818,196.6,4.052584628,-0.134674903,12.97205198,4.007333185,-0.200892942,5.281171208,,,,
601,86,2017,63.128,0.878,442474,56,0.818,227.4,4.145164411,-0.130108685,13.00013698,4.025351691,-0.200892942,5.426710581,,,,
602,86,2018,69.166,0.884,458518,54,0.818,259.9,4.236509412,-0.123298216,13.03575483,3.988984047,-0.200892942,5.560296942,,,,
603,87,2012,29.593,0.781,519081,57,0.699,96.5,3.387537847,-0.247180129,13.15981522,4.043051268,-0.358104537,4.569543008,,,,
604,87,2013,31.801,0.791,518842,52,0.707,99.3,3.459497736,-0.234457311,13.15935468,3.951243719,-0.346724613,4.598145571,,,,
605,87,2014,33.514,0.796,518383,52,0.729,103.8,3.511963262,-0.228156093,13.15846963,3.951243719,-0.316081547,4.642465971,,,,
606,87,2015,34.917,0.802,517668,53,0.721,115.1,3.552973817,-0.220646671,13.15708939,3.970291914,-0.327116142,4.745801316,,,,
607,87,2016,34.373,0.807,516887,54,0.728,127.5,3.537271372,-0.214431611,13.15557956,3.988984047,-0.317454231,4.848116365,,,,
608,87,2017,36.582,0.815,516481,50,0.727,134.2,3.599556316,-0.204567166,13.15479378,3.912023005,-0.318828801,4.899331225,,,,
609,87,2018,38.802,0.82,516155,51,0.73,139.9,3.658471792,-0.198450939,13.15416239,3.931825633,-0.314710745,4.940927882,,,,
610,88,2012,3009.319,0.772,91948801,34,0.65,2340.3,8.009469086,-0.258770729,18.33674247,3.526360525,-0.430782916,7.758034405,,,,
611,88,2013,3312.936,0.77,93515787,34,0.648,2415.1,8.105590084,-0.261364764,18.35364082,3.526360525,-0.433864583,7.789495973,,,,
612,88,2014,3569.292,0.774,95072126,34,0.655,2934.6,8.180122536,-0.256183405,18.37014638,3.526360525,-0.423120043,7.984326437,,,,
613,88,2015,3647.148,0.776,96615320,31,0.666,3209.3,8.201700771,-0.253602759,18.38624788,3.433987204,-0.406465608,8.073808124,,,,
614,88,2016,3632.59,0.779,98145001,30,0.678,3507.9,8.197701171,-0.249744233,18.40195655,3.401197382,-0.388607991,8.162772847,,,,
615,88,2017,3664.235,0.78,99655905,29,0.678,3929.1,8.206374861,-0.248461359,18.41723386,3.36729583,-0.388607991,8.276165671,,,,
616,88,2018,3861.532,0.781,101149488,28,0.684,4131.3,8.258819275,-0.247180129,18.43211006,3.33220451,-0.379797361,8.326347406,,,,
617,89,2012,38.674,0.604,1216928,36,0.709,8.9,3.65516754,-0.504181081,14.01184021,3.583518938,-0.343899752,2.186051277,,,,
618,89,2013,43.159,0.617,1215716,35,0.716,9.56,3.764890971,-0.482886255,14.01084376,3.555348061,-0.334075112,2.257587727,,,,
619,89,2014,43.921,0.624,1214089,35,0.713,9.39,3.782392566,-0.471604911,14.00950456,3.555348061,-0.338273859,2.239645293,,,,
620,89,2015,43.454,0.619,1204392,33,0.709,9.44,3.771702907,-0.479650006,14.00148543,3.496507561,-0.343899752,2.24495598,,,,
621,89,2016,45.354,0.626,1191230,30,0.707,12.1,3.814498376,-0.468404908,13.99049694,3.401197382,-0.346724613,2.493205453,,,,
622,89,2017,49.551,0.633,1172513,31,0.708,14.5,3.903002442,-0.457284857,13.97465987,3.433987204,-0.345311185,2.674148649,,,,
623,89,2018,55.506,0.638,1153562,33,0.708,16,4.016491123,-0.449416996,13.9583651,3.496507561,-0.345311185,2.772588722,,,,
624,90,2012,23.38,0.679,1921643,36,0.738,47.6,3.151880956,-0.387134151,14.46869111,3.583518938,-0.303811454,3.862832761,,,,
625,90,2013,24.757,0.697,1962414,38,0.742,41.8,3.209108277,-0.360969868,14.48968591,3.63758616,-0.298406036,3.73289634,,,,
626,90,2014,26.525,0.701,2004066,38,0.746,39.3,3.278087685,-0.355247392,14.51068867,3.63758616,-0.293029679,3.671224519,,,,
627,90,2015,28.635,0.702,2045835,39,0.752,38.6,3.354629746,-0.353821875,14.53131658,3.663561646,-0.285018955,3.653252276,,,,
628,90,2016,32.076,0.7,2087402,38,0.731,40.4,3.468108087,-0.356674944,14.55143079,3.63758616,-0.313341819,3.698829785,,,,
629,90,2017,36.358,0.694,2128673,36,0.734,46.9,3.593414262,-0.365283318,14.57100934,3.583518938,-0.30924625,3.848017675,,,,
630,90,2018,42.787,0.707,2169849,37,0.734,52.9,3.756234318,-0.346724613,14.59016814,3.610917913,-0.30924625,3.968403339,,,,
631,91,2012,17.984,0.75,402174,41,0.789,126.4,2.889482474,-0.287682072,12.90464011,3.713572067,-0.236988958,4.839451482,,,,
632,91,2013,18.931,0.755,404636,44,0.79,132.4,2.94080079,-0.28103753,12.91074318,3.784189634,-0.235722334,4.885827644,,,,
633,91,2014,19.887,0.757,407105,44,0.791,135,2.990066252,-0.278392026,12.91682642,3.784189634,-0.234457311,4.905274778,,,,
634,91,2015,20.871,0.763,409418,44,0.792,156,3.038360636,-0.270497248,12.92249192,3.784189634,-0.233193887,5.049856007,,,,
635,91,2016,22.596,0.766,411597,45,0.794,166.2,3.117772899,-0.266573109,12.92779999,3.80666249,-0.230671818,5.113191882,,,,
636,91,2017,24.704,0.775,413735,46,0.797,187.7,3.206965174,-0.25489225,12.93298095,3.828641396,-0.2269006,5.234844944,,,,
637,91,2018,27.782,0.78,415729,45,0.797,207.7,3.324388329,-0.248461359,12.93778888,3.80666249,-0.2269006,5.336094731,,,,
638,92,2012,309.923,0.634,19659923,37,0.48,937.5,5.73632388,-0.455706325,16.79409276,3.610917913,-0.733969175,6.843216758,,,,
639,92,2013,354.279,0.64,20128269,37,0.495,1004.6,5.870084738,-0.446287103,16.8176358,3.610917913,-0.703197516,6.912344731,,,,
640,92,2014,373.433,0.64,20602941,37,0.511,1028.3,5.922738604,-0.446287103,16.84094439,3.610917913,-0.671385689,6.935662232,,,,
641,92,2015,377.39,0.646,21078590,36,0.518,1017.7,5.933279135,-0.436955775,16.86376839,3.583518938,-0.657780037,6.925300458,,,,
642,92,2016,380.99,0.645,21553495,37,0.538,1033.2,5.942773128,-0.438504962,16.88604854,3.610917913,-0.619896719,6.940416061,,,,
643,92,2017,390.218,0.649,22027667,40,0.547,1134.9,5.966705557,-0.432322562,16.90780981,3.688879454,-0.603306477,7.03429982,,,,
644,92,2018,424.566,0.652,22501278,43,0.547,1228.9,6.051067471,-0.427710717,16.92908267,3.761200116,-0.603306477,7.113874739,,,,
645,93,2012,88.705,0.351,8166385,31,0.345,211.3,4.485316258,-1.046969056,15.9155369,3.433987204,-1.064210862,5.353278925,,,,
646,93,2013,96.392,0.357,8527058,30,0.364,188.6,4.568423211,-1.030019497,15.95875496,3.401197382,-1.010601411,5.23962837,,,,
647,93,2014,103.188,0.363,8905226,30,0.367,166.1,4.636552567,-1.013352445,16.00214885,3.401197382,-1.002393431,5.112590017,,,,
648,93,2015,105.454,0.367,9302449,31,0.373,155.2,4.658274839,-1.002393431,16.04578826,3.433987204,-0.986176859,5.044714608,,,,
649,93,2016,105.609,0.367,9719886,27,0.381,163.9,4.659743595,-1.002393431,16.08968445,3.295836866,-0.964955904,5.099256486,,,,
650,93,2017,110.194,0.367,10157505,25,0.389,144.7,4.702242449,-1.002393431,16.1337234,3.218875825,-0.944175935,4.974662634,,,,
651,93,2018,122.877,0.369,10615007,23,0.389,274.3,4.811183855,-0.996958635,16.17777931,3.135494216,-0.944175935,5.614222398,,,,
652,94,2012,191.867,0.555,15046733,15,0.417,105.9,5.256802424,-0.588787165,16.52667145,2.708050201,-0.874669057,4.662495253,,,,
653,94,2013,216.818,0.568,15274176,21,0.427,204.4,5.379058292,-0.56563386,16.54167412,3.044522438,-0.850971266,5.320078858,,,,
654,94,2014,257.052,0.577,15501259,21,0.431,308.1,5.549278399,-0.549913012,16.5564318,3.044522438,-0.841647189,5.730424406,,,,
655,94,2015,283.379,0.587,15729411,22,0.436,468.1,5.646785224,-0.532730459,16.57104283,3.091042453,-0.830113036,6.148681948,,,,
656,94,2016,296.478,0.596,15957065,28,0.44,290.7,5.691973017,-0.517514612,16.58541224,3.33220451,-0.820980552,5.672291808,,,,
657,94,2017,315.057,0.604,16186666,30,0.444,344.3,5.752753575,-0.504181081,16.59969837,3.401197382,-0.811930717,5.84151337,,,,
658,94,2018,369.797,0.612,16423490,29,0.452,355.1,5.912954206,-0.491022996,16.61422319,3.36729583,-0.794073099,5.87239944,,,,
659,95,2012,23.195,0.677,958967,48,0.557,107.9,3.143936738,-0.390084006,13.77361194,3.871201011,-0.585190039,4.681204872,,,,
660,95,2013,26.367,0.688,999630,48,0.562,117.6,3.272113228,-0.373966441,13.81514049,3.871201011,-0.576253429,4.767289035,,,,
661,95,2014,29.099,0.696,1041822,48,0.565,132,3.370703809,-0.362405619,13.85648166,3.871201011,-0.570929548,4.882801923,,,,
662,95,2015,29.442,0.702,1085690,53,0.569,138.8,3.382422226,-0.353821875,13.89772629,3.970291914,-0.563874845,4.933034048,,,,
663,95,2016,28.993,0.698,1130940,52,0.571,146.9,3.367054422,-0.359536176,13.9385597,3.951243719,-0.560366069,4.989752083,,,,
664,95,2017,27.418,0.692,1177396,51,0.581,149.9,3.311199732,-0.368169323,13.97881578,3.931825633,-0.543004522,5.009968405,,,,
665,95,2018,29.591,0.691,1224911,53,0.582,152.77,3.387470261,-0.369615455,14.01837875,3.970291914,-0.541284831,5.028933522,,,,
666,96,2012,110.311,0.465,4711890,27,0.475,80.3,4.703303649,-0.765717873,15.36559966,3.295836866,-0.744440475,4.385769621,,,,
667,96,2013,117.331,0.471,4795425,31,0.484,79.8,4.764999,-0.752897185,15.3831729,3.433987204,-0.725670372,4.379523504,,,,
668,96,2014,125.119,0.482,4892217,31,0.488,79,4.829265284,-0.729811165,15.40315613,3.433987204,-0.717439873,4.369447852,,,,
669,96,2015,128.089,0.486,5013179,27,0.495,53.9,4.852725335,-0.721546655,15.4275808,3.295836866,-0.703197516,3.987130478,,,,
670,96,2016,133.476,0.485,5163803,29,0.502,75.3,4.893921686,-0.723606388,15.45718388,3.36729583,-0.689155159,4.321480135,,,,
671,96,2017,145.124,0.494,5341981,31,0.495,94,4.977588549,-0.705219762,15.49110712,3.433987204,-0.703197516,4.543294782,,,,
672,96,2018,173.291,0.501,5544546,31,0.501,117.3,5.154972262,-0.691149178,15.5283253,3.433987204,-0.691149178,4.764734756,,,,
673,97,2012,1986.315,0.929,14842886,84,0.895,1168,7.594036442,-0.07364654,16.51303125,4.430816799,-0.110931561,7.063048163,,,,
674,97,2013,2133.518,0.927,14987369,83,0.899,1278.3,7.665527539,-0.075801713,16.52271834,4.418840608,-0.106472245,7.153286349,,,,
675,97,2014,2229.769,0.927,15126226,83,0.902,1392.5,7.709653272,-0.075801713,16.53194062,4.418840608,-0.103140759,7.238855972,,,,
676,97,2015,2318.95,0.929,15275237,84,0.903,1500.7,7.748869776,-0.07364654,16.54174358,4.430816799,-0.102032726,7.313686945,,,,
677,97,2016,2469.158,0.929,15435425,83,0.906,1582.8,7.811632481,-0.07364654,16.55217575,4.418840608,-0.098715973,7.36695071,,,,
678,97,2017,2706.165,0.936,15602670,82,0.906,1792.4,7.903287782,-0.066139803,16.56295261,4.406719247,-0.098715973,7.491310783,,,,
679,97,2018,3117.847,0.939,15765213,82,0.906,1878,8.044897978,-0.0629398,16.57331636,4.406719247,-0.098715973,7.53796266,,,,
680,98,2012,447.918,0.871,3798063,90,0.903,247.3,6.10461018,-0.138113302,15.15000176,4.49980967,-0.102032726,5.510602175,,,,
681,98,2013,486.817,0.874,3830023,91,0.905,262.9,6.187888282,-0.134674903,15.15838137,4.510859507,-0.099820335,5.571773732,,,,
682,98,2014,564.215,0.877,3891014,91,0.907,277.2,6.335435385,-0.131248287,15.17418035,4.510859507,-0.097612829,5.624739267,,,,
683,98,2015,687.319,0.88,3967973,91,0.914,303.9,6.532798522,-0.127833372,15.19376594,4.510859507,-0.089924708,5.7166987,,,,
684,98,2016,792.198,0.883,4054925,90,0.919,337,6.674811361,-0.124430078,15.21544275,4.49980967,-0.084469157,5.82008293,,,,
685,98,2017,836.915,0.883,4145094,89,0.923,355.5,6.729722512,-0.124430078,15.23743602,4.48863637,-0.080126044,5.873525249,,,,
686,98,2018,867.663,0.885,4189305,87,0.923,368.6,6.76580339,-0.122167634,15.24804541,4.465908119,-0.080126044,5.909712045,,,,
687,99,2012,49.437,0.566,3428526,29,0.529,118,3.900699132,-0.569161201,15.04764099,3.36729583,-0.636766847,4.770684624,,,,
688,99,2013,52.974,0.572,3486214,28,0.536,122.9,3.969801227,-0.558616288,15.06432689,3.33220451,-0.623621118,4.811371017,,,,
689,99,2014,55.934,0.577,3544357,28,0.553,133,4.024172424,-0.549913012,15.08086732,3.33220451,-0.592397277,4.890349128,,,,
690,99,2015,58.94,0.582,3602945,27,0.555,138.6,4.076519977,-0.541284831,15.09726212,3.295836866,-0.588787165,4.931592087,,,,
691,99,2016,62.418,0.587,3661978,26,0.562,150.4,4.133853695,-0.532730459,15.113514,3.258096538,-0.576253429,5.013298412,,,,
692,99,2017,65.748,0.592,3722307,26,0.566,178.7,4.185829252,-0.524248644,15.1298542,3.258096538,-0.569161201,5.185708422,,,,
693,99,2018,69.438,0.584,3783748,25,0.566,125.6,4.240434268,-0.537854296,15.14622561,3.218875825,-0.569161201,4.833102254,,,,
694,100,2012,63.161,0.322,2884956,33,0.2,9.4,4.145687022,-1.133203733,14.87502021,3.496507561,-1.609437912,2.240709689,,,,
695,100,2013,68.805,0.323,2999170,34,0.209,12.3,4.231276417,-1.130102956,14.91384614,3.526360525,-1.565421027,2.509599262,,,,
696,100,2014,75.351,0.329,3120561,34,0.217,13.5,4.322157196,-1.111697528,14.95352335,3.526360525,-1.527857925,2.602689685,,,,
697,100,2015,79.387,0.329,3249670,34,0.226,13.5,4.374334627,-1.111697528,14.99406401,3.526360525,-1.48722028,2.602689685,,,,
698,100,2016,80.624,0.331,3386502,35,0.233,15.2,4.389796372,-1.105636904,15.03530809,3.555348061,-1.456716825,2.721295428,,,,
699,100,2017,83.574,0.332,3532004,33,0.245,16.4,4.425732467,-1.10262031,15.07737597,3.496507561,-1.406497068,2.797281335,,,,
700,100,2018,92.718,0.334,3686254,34,0.247,15.7,4.529562628,-1.096614286,15.12012132,3.526360525,-1.398366942,2.753660712,,,,
701,101,2012,545.354,0.591,75664328,27,0.437,467.3,6.301435125,-0.525939262,18.14181738,3.295836866,-0.827822084,6.14697145,,,,
702,101,2013,637.84,0.597,79214937,25,0.475,403.8,6.458087468,-0.515838166,18.18767544,3.218875825,-0.744440475,6.000919706,,,,
703,101,2014,645.941,0.605,82878551,25,0.471,480.3,6.470708168,-0.502526821,18.23288685,3.218875825,-0.752897185,6.174410909,,,,
704,101,2015,653.88,0.606,86652532,26,0.474,601.7,6.482923848,-0.500875293,18.27741679,3.258096538,-0.746547957,6.399758982,,,,
705,101,2016,727.219,0.601,90531047,28,0.475,526.5,6.58922767,-0.509160344,18.32120341,3.33220451,-0.744440475,6.266251332,,,,
706,101,2017,827.15,0.597,94518555,27,0.486,49.19,6.717986057,-0.515838166,18.36430672,3.295836866,-0.721546655,3.895690351,,,,
707,101,2018,944.791,0.594,98611179,27,0.486,50.48,6.850963739,-0.52087596,18.40669519,3.295836866,-0.721546655,3.921577218,,,,
708,102,2012,27.366,0.714,1184931,37,0.67,35.1,3.309301367,-0.336872317,13.9851951,3.610917913,-0.400477567,3.55820113,,,,
709,102,2013,29.612,0.718,1187282,36,0.673,40,3.388179685,-0.33128571,13.98717722,3.583518938,-0.396009949,3.688879454,,,,
710,102,2014,30.943,0.724,1190233,38,0.676,42.5,3.432146802,-0.322963887,13.98965964,3.63758616,-0.391562203,3.749504076,,,,
711,102,2015,31.683,0.727,1193701,39,0.689,48.6,3.455780259,-0.318828801,13.99256912,3.663561646,-0.372514008,3.883623531,,,,
712,102,2016,33.211,0.73,1197739,38,0.695,51,3.502881146,-0.314710745,13.99594617,3.63758616,-0.363843433,3.931825633,,,,
713,102,2017,35.546,0.73,1202311,37,0.697,63.1,3.570827632,-0.314710745,13.9997561,3.610917913,-0.360969868,4.14472077,,,,
714,102,2018,38.84,0.734,1207345,35,0.697,70.7,3.659450643,-0.30924625,14.00393429,3.555348061,-0.360969868,4.258445573,,,,
715,103,2012,1030.347,0.975,4008535,85,0.907,453.8,6.937650918,-0.025317808,15.2039364,4.442651256,-0.097612829,6.117656572,,,,
716,103,2013,1110.172,0.975,4078226,86,0.915,477.8,7.012270237,-0.025317808,15.22117265,4.454347296,-0.088831214,6.169192235,,,,
717,103,2014,1111.268,0.979,4145335,86,0.907,485.5,7.013256985,-0.021223636,15.23749416,4.454347296,-0.097612829,6.185179288,,,,
718,103,2015,1085.996,0.982,4207493,88,0.912,536.1,6.990252817,-0.018163971,15.25237754,4.477336814,-0.092115289,6.284320711,,,,
719,103,2016,1102.662,0.982,4265348,85,0.918,596,7.005482535,-0.018163971,15.26603433,4.442651256,-0.085557888,6.390240667,,,,
720,103,2017,1125.323,0.984,4320306,85,0.919,625.2,7.025825385,-0.016129382,15.27883679,4.442651256,-0.084469157,6.438071599,,,,
721,103,2018,1153.651,0.985,4368945,84,0.919,568.8,7.050686975,-0.015113638,15.29003212,4.430816799,-0.084469157,6.343528878,,,,
722,104,2012,101.35,0.905,2713211,47,0.664,124.1,4.618579873,-0.099820335,14.81364336,3.850147602,-0.40947313,4.821087692,,,,
723,104,2013,115.891,0.904,2969753,47,0.681,139.2,4.752650094,-0.100925919,14.90398934,3.850147602,-0.384192973,4.935911748,,,,
724,104,2014,130.637,0.896,3227648,47,0.694,161.1,4.872422485,-0.109814866,14.98726426,3.850147602,-0.365283318,5.08202529,,,,
725,104,2015,141.258,0.901,3471488,45,0.717,190.9,4.950588006,-0.104250021,15.06009388,3.80666249,-0.332679438,5.251749731,,,,
726,104,2016,151.82,0.901,3695356,45,0.732,233.5,5.022695609,-0.104250021,15.12258745,3.80666249,-0.311974765,5.453182077,,,,
727,104,2017,162.028,0.895,3898855,44,0.732,231.6,5.08776916,-0.110931561,15.17619348,3.784189634,-0.311974765,5.445011746,,,,
728,104,2018,178.469,0.893,4082797,52,0.732,230.1,5.184414917,-0.113168698,15.22229285,3.951243719,-0.311974765,5.438513997,,,,
729,105,2012,591.366,0.57,66312625,27,0.376,96.6,6.382435115,-0.562118918,18.00989086,3.295836866,-0.978166136,4.570578741,,,,
730,105,2013,595.746,0.574,68114463,28,0.38,10.2,6.389814402,-0.555125883,18.03670013,3.33220451,-0.967584026,2.32238772,,,,
731,105,2014,588.975,0.578,69956952,28,0.395,11.87,6.378383738,-0.54818141,18.06339064,3.33220451,-0.928869514,2.474014209,,,,
732,105,2015,593.951,0.582,71845558,30,0.398,13.68,6.386796824,-0.541284831,18.09002935,3.401197382,-0.921303274,2.615934912,,,,
733,105,2016,628.206,0.588,73782310,32,0.407,12.89,6.442868138,-0.531028331,18.11662956,3.465735903,-0.898942094,2.556451817,,,,
734,105,2017,673.087,0.592,75761710,32,0.407,13.82,6.511874593,-0.524248644,18.14310358,3.465735903,-0.898942094,2.626116818,,,,
735,105,2018,782.027,0.597,77810763,33,0.407,12.57,6.661889267,-0.515838166,18.16979032,3.496507561,-0.898942094,2.531313023,,,,
736,106,2012,216.43,0.778,2478846,38,0.668,160.6,5.37726717,-0.251028755,14.72330369,3.63758616,-0.403467105,5.078916802,,,,
737,106,2013,252.775,0.784,2533383,35,0.674,165.8,5.532499765,-0.243346259,14.74506612,3.555348061,-0.394525168,5.110782243,,,,
738,106,2014,277.294,0.784,2589342,35,0.681,174.5,5.625078315,-0.243346259,14.76691435,3.555348061,-0.384192973,5.161924742,,,,
739,106,2015,290.158,0.79,2646822,39,0.681,211,5.670425602,-0.235722334,14.78887023,3.663561646,-0.384192973,5.351858133,,,,
740,106,2016,300.167,0.794,2705932,38,0.692,192.1,5.704338986,-0.230671818,14.81095696,3.63758616,-0.368169323,5.25801607,,,,
741,106,2017,307.196,0.801,2766526,37,0.697,184.3,5.72748598,-0.221894332,14.83310294,3.610917913,-0.360969868,5.216564865,,,,
742,106,2018,319.356,0.804,2828119,37,0.697,178.5,5.766306468,-0.21815601,14.85512238,3.610917913,-0.360969868,5.184588601,,,,
743,107,2012,29.384,0.511,990657,25,0.391,16.8,3.380450309,-0.671385689,13.80612364,3.218875825,-0.939047719,2.821378886,,,,
744,107,2013,30.846,0.505,1010776,25,0.425,17.4,3.429007082,-0.68319685,13.82622891,3.218875825,-0.85566611,2.856470206,,,,
745,107,2014,32.399,0.536,1032121,25,0.42,18.2,3.478127558,-0.623621118,13.84712647,3.218875825,-0.867500568,2.901421594,,,,
746,107,2015,32.605,0.547,1054984,25,0.429,18.3,3.484465651,-0.603306477,13.86903616,3.218875825,-0.84629836,2.90690106,,,,
747,107,2016,32.958,0.55,1079465,28,0.429,17.9,3.495234024,-0.597837001,13.89197611,3.33220451,-0.84629836,2.884800713,,,,
748,107,2017,35.074,0.548,1105551,29,0.43,13.9,3.557460115,-0.601479992,13.91585441,3.36729583,-0.84397007,2.63188884,,,,
749,107,2018,40.683,0.545,1133366,28,0.432,14,3.705810315,-0.606969484,13.94070252,3.33220451,-0.839329691,2.63905733,,,,
750,108,2012,73.84,0.686,3846935,25,0.605,57.9,4.30190059,-0.376877651,15.16278729,3.218875825,-0.502526821,4.058717385,,,,
751,108,2013,80.99,0.697,3918991,24,0.624,61,4.39432569,-0.360969868,15.18134478,3.17805383,-0.471604911,4.110873864,,,,
752,108,2014,85.008,0.703,3990997,24,0.624,64.9,4.44274537,-0.352398387,15.19955163,3.17805383,-0.471604911,4.172847624,,,,
753,108,2015,84.723,0.705,4063413,27,0.635,121.5,4.439387111,-0.349557476,15.21753382,3.295836866,-0.45413028,4.799914263,,,,
754,108,2016,82.467,0.709,4136264,30,0.631,130.8,4.412398213,-0.343899752,15.23530352,3.401197382,-0.460449416,4.873669439,,,,
755,108,2017,82.734,0.716,4209509,29,0.634,158.4,4.415630642,-0.334075112,15.25285657,3.36729583,-0.455706325,5.065123479,,,,
756,108,2018,84.91,0.72,4283896,29,0.634,118.1,4.441591872,-0.328504067,15.27037343,3.36729583,-0.455706325,4.771531723,,,,
757,109,2012,378.728,0.703,22662393,38,0.666,284.6,5.936818269,-0.352398387,16.93621741,3.63758616,-0.406465608,5.651084686,,,,
758,109,2013,464.354,0.712,22922695,38,0.674,316.4,6.140647192,-0.339677368,16.94763803,3.63758616,-0.394525168,5.757007236,,,,
759,109,2014,511.919,0.715,23221633,38,0.696,321.5,6.238166409,-0.335472736,16.96059486,3.63758616,-0.362405619,5.772997544,,,,
760,109,2015,524.405,0.72,23571246,36,0.684,345.6,6.262264287,-0.328504067,16.97553814,3.583518938,-0.379797361,5.845282037,,,,
761,109,2016,540.925,0.723,23979736,35,0.691,374.4,6.293280637,-0.324346057,16.9927197,3.555348061,-0.369615455,5.925324745,,,,
762,109,2017,555.05,0.723,24438508,37,0.691,403.2,6.3190582,-0.324346057,17.01167064,3.610917913,-0.369615455,5.999432717,,,,
763,109,2018,566.373,0.727,24921870,35,0.692,441.9,6.339252872,-0.318828801,17.03125629,3.555348061,-0.368169323,6.091083612,,,,
764,110,2012,813.865,0.646,44437841,34,0.644,427.3,6.701794505,-0.436955775,17.60960194,3.526360525,-0.440056553,6.057486343,,,,
765,110,2013,888.661,0.655,45385009,36,0.655,468.1,6.789715835,-0.423120043,17.63069241,3.583518938,-0.423120043,6.148681948,,,,
766,110,2014,967.314,0.661,46329521,36,0.661,483.3,6.874523158,-0.414001439,17.65128992,3.583518938,-0.414001439,6.180637579,,,,
767,110,2015,1020.968,0.667,47262079,35,0.665,536.1,6.928506476,-0.404965233,17.67121882,3.555348061,-0.407968238,6.284320711,,,,
768,110,2016,1105.139,0.675,48177810,35,0.663,596.7,7.007726398,-0.393042588,17.6904091,3.555348061,-0.410980289,6.391414475,,,,
769,110,2017,1208.568,0.682,49096983,34,0.667,662.1,7.097191467,-0.382725621,17.70930814,3.526360525,-0.404965233,6.495416602,,,,
770,110,2018,1409.869,0.689,50027217,36,0.667,716.8,7.251252071,-0.372514008,17.72807776,3.583518938,-0.404965233,6.574796862,,,,
771,111,2012,1112.677,0.817,23086831,58,0.817,1484,7.014524103,-0.202116184,16.95477293,4.060443011,-0.202116184,7.302496424,,,,
772,111,2013,1175.21,0.82,23025350,60,0.853,1580,7.069202134,-0.198450939,16.95210634,4.094344562,-0.158995731,7.365180126,,,,
773,111,2014,1215.948,0.824,22960228,60,0.849,1600,7.103279298,-0.193584749,16.94927406,4.094344562,-0.163696093,7.377758908,,,,
774,111,2015,1260.492,0.83,22897449,63,0.855,1672.8,7.1392574,-0.186329578,16.94653606,4.143134726,-0.15665381,7.422254148,,,,
775,111,2016,1339.939,0.834,22849639,62,0.866,1747.1,7.20037937,-0.181521877,16.94444588,4.127134385,-0.14387037,7.465712549,,,,
776,111,2017,1438.094,0.841,22824769,60,0.866,1825.8,7.271073905,-0.173163619,16.94335686,4.094344562,-0.14387037,7.509773526,,,,
777,111,2018,1579.843,0.849,22806875,60,0.866,1962.2,7.365080754,-0.163696093,16.94257258,4.094344562,-0.14387037,7.581821572,,,,
778,112,2012,795.086,0.835,6494283,63,0.733,750.3,6.678450285,-0.180323554,15.68643281,4.143134726,-0.310609577,6.620473127,,,,
779,112,2013,874.914,0.836,6520333,62,0.751,917.7,6.774125596,-0.179126666,15.69043601,4.127134385,-0.286349627,6.82187054,,,,
